ID	Ensembl_Gene_ID	Entrez_ID	pcl.1	pcl.2	pc.mean	pc.sd	NonHDACi.score	HDACi.score	std.dev	Api	Mo	Oxa	Pan	SBHA	Scr	Sodbuty	Tac	TSA	Vor	X2.DG	X5.FU	Ant	Ble	CdCl2	Cisp	CPT	HU	Tun	Vin
NEDD9	ENSG00000111859	4739	-0.0970544171968109	-0.0657032529891685	0.961270425894652	1.29209678040918	-0.074623964	1.997164816	1.270488093	2.41152788322203	1.49958285535195	2.24657761399917	2.20295535070588	1.93088783870701	2.1194755534331	1.07366869838731	2.36493890276413	2.08541813833089	2.03661532757524	0.596007541103242	-0.37327000882496	-0.387216694141054	0.78259181323579	-2.17643038614113	-1.02941620041172	0.589238806645725	0.874036104525092	0.707816873083354	-0.329597493658015
NRROS	ENSG00000174004	375387	0.115770087612186	0.0208927136949524	-1.27282630508851	1.44019366883588	0.005915733	-2.551568343	1.125878017	-3.02982492156927	-0.743758834296455	-2.56026355888602	-2.70562633918611	-1.74768959457613	-3.07706214664088	-3.25840668852618	-2.55816029084162	-3.34857257902405	-2.4863184806352	0.237499641289924	0.00865748703867231	-0.19906036220309	0.273156981640458	0.349079209203935	-0.169962791561363	-0.207828760888307	0.456630972684842	-0.740088264959843	0.0510732201665554
PAPD5	ENSG00000121274	NA	-0.112009533328939	-0.0542406604065523	0.319208856928514	0.994265798404055	-0.496620968	1.135038682	1.066852782	1.35790139204344	0.370222703170411	1.25662593715666	1.19751536219436	1.28270587555193	1.50527995075441	1.38792459060474	0.0800528093570884	1.46602044484322	1.44613775663107	-1.42689356330901	0.0408021588398375	-0.104013510973429	-1.01980610429189	-1.3499317960353	-0.19518373715585	0.0945425196335686	-0.714046909554162	-0.4862487875699	0.194570046679091
POTEM	ENSG00000222036	641455	-0.104011418724721	-0.130688893837088	0.526829041783364	0.861497099591138	-0.219905948	1.273564032	0.920303707	0.921093986149298	1.6416594594658	1.0594337735871	1.01568488059228	1.38040150748179	1.75090829375321	0.93485016611622	1.40913890805631	1.04744353133045	1.57502581169344	-0.0869371114282117	0.434132560510882	-0.910787875802013	-0.399882669803007	-0.520920006709995	0.128044665494482	-0.115229416489107	-0.27617369862387	-0.889583706499716	0.438277776791932
PPIL1	ENSG00000137168	51645	0.113070304484894	-0.153327980697907	-0.81512200092636	1.0212757155144	0.078382147	-1.708626149	0.978019504	-1.90004309449921	-0.63470241130443	-2.08706923085572	-2.03509192548364	-2.11154848318235	-1.45503405966649	-1.8286963332162	-0.64407855879651	-2.23749806305205	-2.15249932692431	0.00391512450669196	0.210728129634777	0.317295618039463	0.0380474922609191	-0.308120504523424	0.137674484887091	-0.00777430576804172	-0.226283284339008	0.551896967857203	0.0664417458980455
PSD3	ENSG00000156011	23362	-0.104114207866508	-0.178160650794428	0.411515228799268	1.23355764023349	-0.629348791	1.452379249	1.149903688	1.61243429042437	1.59166921431361	1.72575203786902	1.32663244659203	1.37983841892003	1.63753018383187	1.00499957622894	1.87995082561885	1.10416014270573	1.2608253500738	-0.621567752694693	0.392003743435951	-1.15709293374909	-0.676911894472577	-1.23242985307235	-0.106493234903827	-2.18566971564953	-0.927338136492997	-0.581590120792607	0.803601987798828
PYM1	ENSG00000170473	84305	0.114796921816521	-0.0997975914465534	-0.751188241976306	1.04615492750201	0.120997023	-1.623373507	1.072320604	-1.72418330707826	-0.335259926209934	-1.78077671357962	-2.13859820546852	-1.77641060609166	-2.77714584514589	-1.54014716388136	-0.547208687082485	-1.72475426852057	-1.88925034665065	0.652152855924468	-0.331107921629436	0.0706783644272984	0.511709696887026	-0.161474667477413	-0.176452742948874	-0.0954735612125284	0.290092017012144	0.462533265713949	-0.0126870765137982
RAB11FIP1	ENSG00000156675	80223	-0.11571098270342	-0.0833290354493941	0.390719016499154	1.32280766123462	-0.785514792	1.566952825	1.072113167	1.16502607657694	1.02522854834701	1.33645263176701	2.52008215485858	1.8473121211521	2.02861975153812	1.18389746857971	1.07901832037104	1.67416759335339	1.8097235867145	-0.715224172404131	-1.02667832624903	-0.339374665900769	-1.72864813577895	-1.73261091692488	-0.236785275959419	-0.868818282347208	-0.802884224709751	-0.634885107065547	0.230761184064369
RBM22	ENSG00000086589	55696	0.114189701122207	-0.0599835779601613	-0.433180571289005	0.762480562468712	0.235696064	-1.102057207	0.856954781	-0.727437255890293	-0.35518440265208	-1.28917290185674	-1.53987569818867	-1.3288333803745	-1.6103635511967	-0.831864878178367	-0.894017276229118	-1.02059568265038	-1.42322703897109	-0.168122107521946	-0.147416910187546	0.303460742170593	0.20881619919004	0.110827146076116	0.462676533182483	0.607981900241607	0.546274447268146	0.117687679241472	0.314775010746864
RIPK1	ENSG00000137275	8737	0.111646416287812	-0.151210892086948	-0.63427769800376	1.22165033256193	0.346430353	-1.614985749	1.227353855	-2.16601403159476	-0.0734467289674963	-1.92084949037301	-2.42502127868305	-2.18185128900038	-2.19862719713138	-1.14037355015724	0.0355670275087105	-2.36551273248006	-1.713728223847	0.0183977937256923	0.255278250504282	-0.0410038766254225	0.36929195021783	0.319273413935221	-0.121726859949551	0.930316613248821	1.06392657098578	0.0491881883318221	0.621361490275983
RNF24	ENSG00000101236	11237	-0.110272517007253	-0.062982602141912	0.740497897826146	1.28125451463835	-0.306602512	1.787598308	1.23286871	1.92564050334233	0.332456453041566	2.03500264445619	2.2532616416118	1.61399126896636	2.31515312673329	2.6403992387021	1.26157770434215	1.72049379955029	1.77800669831672	-1.11790650314326	-0.377145394016563	0.271594868060207	-0.888495093797778	-0.801163494967177	-0.514197382549681	0.132218492222662	-1.14724403211865	1.40529759376096	-0.0289841759905937
RWDD3	ENSG00000122481	25950	0.113168751711264	-0.0960288447842325	-0.382879691475563	0.868325871716423	0.376919884	-1.142679267	0.908520245	-0.901921958933728	-0.898548087090907	-0.638022511288669	-1.44558986357152	-1.5286378247805	-1.66949145570025	-1.0662017470917	-0.191577041256347	-1.48893057583077	-1.59787160369776	0.503573240599843	0.14219452919428	0.47207951659741	0.54552032963527	-0.0044844542881355	0.265815350324897	0.867611569149815	0.0455607208820445	0.563417856043821	0.36791018159164
